id,duration,durationLastChangedAt,roundID,roundIDLastChangedAt,timerID,timerIDLastChangedAt,started,startedLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,start,startLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,index,indexLastChangedAt,endedReason,endedReasonLastChangedAt,status,statusLastChangedAt
01HW3CF04D36TKX5FS2SWEKFSN,30,2024-04-22T17:08:08.973269144Z,01HW3CEZT2JVCVPBV076R4XCQT,2024-04-22T17:08:08.973269144Z,01HW3CF0147WQE2FJDHXCDE50Z,2024-04-22T17:08:08.973269144Z,true,2024-04-22T17:17:04.774179716Z,true,2024-04-22T17:17:04.763234179Z,observe,2024-04-22T17:08:08.973269144Z,true,2024-04-22T17:17:04.736162659Z,true,2024-04-22T17:17:13.144608084Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:08.973269144Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:08.973269144Z,1,2024-04-22T17:08:08.973269144Z,,,,
01HW3CF07NAWJD1HPZF5F3BM7V,30,2024-04-22T17:08:09.077350275Z,01HW3CEZSCV7W5EJJ7XXZ3ST8K,2024-04-22T17:08:09.077350275Z,01HW3CEZYYFK9842BNGWZPPZ6Z,2024-04-22T17:08:09.077350275Z,true,2024-04-22T17:09:10.010149368Z,true,2024-04-22T17:09:09.99911914Z,send,2024-04-22T17:08:09.077350275Z,true,2024-04-22T17:09:09.972830856Z,true,2024-04-22T17:09:40.015276074Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.077350275Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.077350275Z,0,2024-04-22T17:08:09.077350275Z,,,,
01HW3CF082TTBJMHKVJHZHDGKW,30,2024-04-22T17:08:09.090719843Z,01HW3CEZSCV7W5EJJ7XXZ3ST8K,2024-04-22T17:08:09.090719843Z,01HW3CEZZM070KQKA2D39WGQ2C,2024-04-22T17:08:09.090719843Z,true,2024-04-22T17:09:40.063011899Z,true,2024-04-22T17:09:40.053690008Z,observe,2024-04-22T17:08:09.090719843Z,true,2024-04-22T17:09:40.027424538Z,true,2024-04-22T17:10:10.069976952Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.090719843Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.090719843Z,1,2024-04-22T17:08:09.090719843Z,,,,
01HW3CF083JDSES86R4N9JGGGX,30,2024-04-22T17:08:09.091596237Z,01HW3CEZSARCT05QQF2E2MNSVV,2024-04-22T17:08:09.091596237Z,01HW3CEZYZN1PT6VNR187KAR9Z,2024-04-22T17:08:09.091596237Z,true,2024-04-22T17:15:15.36158684Z,true,2024-04-22T17:15:15.349002642Z,send,2024-04-22T17:08:09.091596237Z,true,2024-04-22T17:15:15.321609994Z,true,2024-04-22T17:15:45.365649996Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.091596237Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.091596237Z,0,2024-04-22T17:08:09.091596237Z,,,,
01HW3CF084SYA4VRWFJCB0G3H9,30,2024-04-22T17:08:09.092425808Z,01HW3CEZS7DRK2VTKN3D3NRQF8,2024-04-22T17:08:09.092425808Z,01HW3CEZYYFK9842BNH44R3Z6T,2024-04-22T17:08:09.092425808Z,true,2024-04-22T17:14:37.827140032Z,true,2024-04-22T17:14:37.809577779Z,send,2024-04-22T17:08:09.092425808Z,true,2024-04-22T17:14:37.78571851Z,true,2024-04-22T17:15:07.830276903Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.092425808Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.092425808Z,0,2024-04-22T17:08:09.092425808Z,,,,
01HW3CF08544GR66K3N4X9W555,30,2024-04-22T17:08:09.093067343Z,01HW3CEZSBVNHH6Z9KTT7QBXBS,2024-04-22T17:08:09.093067343Z,01HW3CEZYZN1PT6VNR17N639FS,2024-04-22T17:08:09.093067343Z,true,2024-04-22T17:13:15.055470381Z,true,2024-04-22T17:13:15.036883921Z,send,2024-04-22T17:08:09.093067343Z,true,2024-04-22T17:13:14.99623803Z,true,2024-04-22T17:13:45.059141633Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.093067343Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.093067343Z,0,2024-04-22T17:08:09.093067343Z,,,,
01HW3CF08544GR66K3NVQZG7TH,30,2024-04-22T17:08:09.093499262Z,01HW3CEZS6SQA8ZBM2F6767PAT,2024-04-22T17:08:09.093499262Z,01HW3CEZYYFK9842BNH68AJEKC,2024-04-22T17:08:09.093499262Z,true,2024-04-22T17:13:52.013817769Z,true,2024-04-22T17:13:52.002710634Z,send,2024-04-22T17:08:09.093499262Z,true,2024-04-22T17:13:51.976162605Z,true,2024-04-22T17:14:22.016806674Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.093499262Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.093499262Z,0,2024-04-22T17:08:09.093499262Z,,,,
01HW3CF086K2VWV170782BATWD,30,2024-04-22T17:08:09.094492545Z,01HW3CEZS5YNMCQDJFWEY1X6H5,2024-04-22T17:08:09.094492545Z,01HW3CEZYFP4V54W3X6X9RMY9Z,2024-04-22T17:08:09.094492545Z,true,2024-04-22T17:10:10.201685666Z,true,2024-04-22T17:10:10.183692898Z,send,2024-04-22T17:08:09.094492545Z,true,2024-04-22T17:10:10.148980059Z,true,2024-04-22T17:10:40.203789645Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.094492545Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.094492545Z,0,2024-04-22T17:08:09.094492545Z,,,,
01HW3CF086K2VWV1707X2JFBFM,30,2024-04-22T17:08:09.094883927Z,01HW3CEZSARCT05QQF2E2MNSVV,2024-04-22T17:08:09.094883927Z,01HW3CEZZX8WY7SF049MT2TXTQ,2024-04-22T17:08:09.094883927Z,true,2024-04-22T17:15:45.414940306Z,true,2024-04-22T17:15:45.403915703Z,observe,2024-04-22T17:08:09.094883927Z,true,2024-04-22T17:15:45.378726609Z,true,2024-04-22T17:15:53.854683337Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.094883927Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.094883927Z,1,2024-04-22T17:08:09.094883927Z,,,,
01HW3CF0870M7PE00JCPJ769W2,30,2024-04-22T17:08:09.095142944Z,01HW3CEZS7DRK2VTKN3D3NRQF8,2024-04-22T17:08:09.095142944Z,01HW3CEZZRSF2APJZGGGX8R8PD,2024-04-22T17:08:09.095142944Z,true,2024-04-22T17:15:07.906604566Z,true,2024-04-22T17:15:07.886120369Z,observe,2024-04-22T17:08:09.095142944Z,true,2024-04-22T17:15:07.844933462Z,true,2024-04-22T17:15:15.261933734Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.095142944Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.095142944Z,1,2024-04-22T17:08:09.095142944Z,,,,
01HW3CF089GSMT8CYPEVCJV2TV,30,2024-04-22T17:08:09.097910365Z,01HW3CEZSBVNHH6Z9KTT7QBXBS,2024-04-22T17:08:09.097910365Z,01HW3CEZZSYRJ0YY68CG190JYP,2024-04-22T17:08:09.097910365Z,true,2024-04-22T17:13:45.114500141Z,true,2024-04-22T17:13:45.101712715Z,observe,2024-04-22T17:08:09.097910365Z,true,2024-04-22T17:13:45.070814115Z,true,2024-04-22T17:13:51.911790054Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.097910365Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.097910365Z,1,2024-04-22T17:08:09.097910365Z,,,,
01HW3CF08BC0GBDMBAN96T2150,30,2024-04-22T17:08:09.099446381Z,01HW3CEZS6SQA8ZBM2F6767PAT,2024-04-22T17:08:09.099446381Z,01HW3CEZZM070KQKA2D1TM48XM,2024-04-22T17:08:09.099446381Z,true,2024-04-22T17:14:22.090059988Z,true,2024-04-22T17:14:22.069802475Z,observe,2024-04-22T17:08:09.099446381Z,true,2024-04-22T17:14:22.03550143Z,true,2024-04-22T17:14:37.721075263Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.099446381Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.099446381Z,1,2024-04-22T17:08:09.099446381Z,,,,
01HW3CF08HVKVQHEH7147WZBHX,30,2024-04-22T17:08:09.105339814Z,01HW3CEZS5YNMCQDJFWEY1X6H5,2024-04-22T17:08:09.105339814Z,01HW3CF00CJ3XM82AC8F87DY03,2024-04-22T17:08:09.105339814Z,true,2024-04-22T17:10:40.259012684Z,true,2024-04-22T17:10:40.24609015Z,observe,2024-04-22T17:08:09.105339814Z,true,2024-04-22T17:10:40.215418682Z,true,2024-04-22T17:10:56.052897247Z,01HW3BN3J4VDGERJNSDFPH4ZPD,2024-04-22T17:08:09.105339814Z,01HW3BN3HVXB78WB2386NE6190,2024-04-22T17:08:09.105339814Z,1,2024-04-22T17:08:09.105339814Z,,,,
01HW3CNXT804C0CSQYN7M4AF9R,30,2024-04-22T17:11:55.976122768Z,01HW3CNXNE7CZFZNZ220DEH7FY,2024-04-22T17:11:55.976122768Z,01HW3CNXR1P747HHPD9TNER6MN,2024-04-22T17:11:55.976122768Z,true,2024-04-22T17:12:56.667991555Z,true,2024-04-22T17:12:56.655277449Z,send,2024-04-22T17:11:55.976122768Z,true,2024-04-22T17:12:56.617952348Z,true,2024-04-22T17:13:26.674893961Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.976122768Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.976122768Z,0,2024-04-22T17:11:55.976122768Z,,,,
01HW3CNXT804C0CSQYNNRWMQNR,30,2024-04-22T17:11:55.976501511Z,01HW3CNXNE7CZFZNZ220DEH7FY,2024-04-22T17:11:55.976501511Z,01HW3CNXRFZYZ66H4YDNES8NVB,2024-04-22T17:11:55.976501511Z,true,2024-04-22T17:13:26.723145307Z,true,2024-04-22T17:13:26.713106714Z,observe,2024-04-22T17:11:55.976501511Z,true,2024-04-22T17:13:26.684132225Z,true,2024-04-22T17:13:56.726853518Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.976501511Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.976501511Z,1,2024-04-22T17:11:55.976501511Z,,,,
01HW3CNXTCSEFTQGCSCH9VCJJ3,30,2024-04-22T17:11:55.980742053Z,01HW3CNXNF56TT5JRZ66MVN5Y6,2024-04-22T17:11:55.980742053Z,01HW3CNXR1P747HHPDA291ZQQE,2024-04-22T17:11:55.980742053Z,true,2024-04-22T17:13:56.884515453Z,true,2024-04-22T17:13:56.871043511Z,send,2024-04-22T17:11:55.980742053Z,true,2024-04-22T17:13:56.813079199Z,true,2024-04-22T17:14:26.889884124Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.980742053Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.980742053Z,0,2024-04-22T17:11:55.980742053Z,,,,
01HW3CNXTCSEFTQGCSD6MF7EVW,30,2024-04-22T17:11:55.981010203Z,01HW3CNXNF56TT5JRZ66MVN5Y6,2024-04-22T17:11:55.981010203Z,01HW3CNXRMHA9TVMB75BWBJ5NN,2024-04-22T17:11:55.981010203Z,true,2024-04-22T17:14:26.944942996Z,true,2024-04-22T17:14:26.929592708Z,observe,2024-04-22T17:11:55.981010203Z,true,2024-04-22T17:14:26.9009962Z,true,2024-04-22T17:14:48.608693751Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.981010203Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.981010203Z,1,2024-04-22T17:11:55.981010203Z,,,,
01HW3CNXTH3E2V6NPNY4HKT15V,30,2024-04-22T17:11:55.985777983Z,01HW3CNXNGHBXVA1W41JZMVNDZ,2024-04-22T17:11:55.985777983Z,01HW3CNXR3WB400DA83XSA04SZ,2024-04-22T17:11:55.985777983Z,true,2024-04-22T17:14:48.729515739Z,true,2024-04-22T17:14:48.714736315Z,send,2024-04-22T17:11:55.985777983Z,true,2024-04-22T17:14:48.675233115Z,true,2024-04-22T17:15:18.732304279Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.985777983Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.985777983Z,0,2024-04-22T17:11:55.985777983Z,,,,
01HW3CNXTJYS422PYG6K39T36A,30,2024-04-22T17:11:55.986052242Z,01HW3CNXNGHBXVA1W41JZMVNDZ,2024-04-22T17:11:55.986052242Z,01HW3CNXRS9ZY5TH28354XM0S1,2024-04-22T17:11:55.986052242Z,true,2024-04-22T17:15:18.77486231Z,true,2024-04-22T17:15:18.765781222Z,observe,2024-04-22T17:11:55.986052242Z,true,2024-04-22T17:15:18.743103706Z,true,2024-04-22T17:15:48.06902436Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.986052242Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.986052242Z,1,2024-04-22T17:11:55.986052242Z,,,,
01HW3CNXTNVR0G688FM6ZN6DN3,30,2024-04-22T17:11:55.989957962Z,01HW3CNXNKVJ30RDS3G9C6JCN7,2024-04-22T17:11:55.989957962Z,01HW3CNXR4S6RCX8942XA1E7T8,2024-04-22T17:11:55.989957962Z,true,2024-04-22T17:15:48.161690051Z,true,2024-04-22T17:15:48.152146225Z,send,2024-04-22T17:11:55.989957962Z,true,2024-04-22T17:15:48.125052913Z,true,2024-04-22T17:16:18.167448547Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.989957962Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.989957962Z,0,2024-04-22T17:11:55.989957962Z,,,,
01HW3CNXTPGVXC9HGG4PS1TR4K,30,2024-04-22T17:11:55.990254981Z,01HW3CNXNKVJ30RDS3G9C6JCN7,2024-04-22T17:11:55.990254981Z,01HW3CNXRY33GBMMYC48484VPE,2024-04-22T17:11:55.990254981Z,true,2024-04-22T17:16:18.238606184Z,true,2024-04-22T17:16:18.223008631Z,observe,2024-04-22T17:11:55.990254981Z,true,2024-04-22T17:16:18.183555597Z,true,2024-04-22T17:16:36.257334725Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.990254981Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.990254981Z,1,2024-04-22T17:11:55.990254981Z,,,,
01HW3CNXTZT0ADW17CJQJ2Z15S,30,2024-04-22T17:11:55.999232966Z,01HW3CNXNN6XP27Y5MQDQDP786,2024-04-22T17:11:55.999232966Z,01HW3CNXR9715J26W5WY0PBC2T,2024-04-22T17:11:55.999232966Z,true,2024-04-22T17:19:01.924361Z,true,2024-04-22T17:19:01.90795276Z,send,2024-04-22T17:11:55.999232966Z,true,2024-04-22T17:19:01.862308227Z,true,2024-04-22T17:19:31.934694107Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.999232966Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.999232966Z,0,2024-04-22T17:11:55.999232966Z,,,,
01HW3CNXTZT0ADW17CK8HFX3ZX,30,2024-04-22T17:11:55.999687281Z,01HW3CNXNN6XP27Y5MQDQDP786,2024-04-22T17:11:55.999687281Z,01HW3CNXT3FHHYDF3CHP5DPQMG,2024-04-22T17:11:55.999687281Z,true,2024-04-22T17:19:31.988926266Z,true,2024-04-22T17:19:31.976221041Z,observe,2024-04-22T17:11:55.999687281Z,true,2024-04-22T17:19:31.95143207Z,true,2024-04-22T17:19:42.33517985Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:55.999687281Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:55.999687281Z,1,2024-04-22T17:11:55.999687281Z,,,,
01HW3CNXWCH14HTS9FM58QT63C,30,2024-04-22T17:11:56.044621397Z,01HW3CNXNPYBMGY3X29VVB17F9,2024-04-22T17:11:56.044621397Z,01HW3CNXPZDWZS18RT2BNS0PBW,2024-04-22T17:11:56.044621397Z,true,2024-04-22T17:19:42.440281733Z,true,2024-04-22T17:19:42.429842601Z,send,2024-04-22T17:11:56.044621397Z,true,2024-04-22T17:19:42.401539541Z,true,2024-04-22T17:20:12.444140068Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.044621397Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.044621397Z,0,2024-04-22T17:11:56.044621397Z,,,,
01HW3CNXWCH14HTS9FMVJEQT47,30,2024-04-22T17:11:56.044863728Z,01HW3CNXNPYBMGY3X29VVB17F9,2024-04-22T17:11:56.044863728Z,01HW3CNXQVW2E8DE9QQ37V8G1X,2024-04-22T17:11:56.044863728Z,true,2024-04-22T17:20:12.503075545Z,true,2024-04-22T17:20:12.487834567Z,observe,2024-04-22T17:11:56.044863728Z,true,2024-04-22T17:20:12.459363745Z,true,2024-04-22T17:20:32.747352077Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.044863728Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.044863728Z,1,2024-04-22T17:11:56.044863728Z,,,,
01HW3CNXWDXMQA8TB4A6FF4E3F,30,2024-04-22T17:11:56.045210257Z,01HW3CNXNPYBMGY3X2ADWABSB8,2024-04-22T17:11:56.045210257Z,01HW3CNXQ5MRS4R15M46GWAA84,2024-04-22T17:11:56.045210257Z,true,2024-04-22T17:20:32.849762086Z,true,2024-04-22T17:20:32.835310489Z,send,2024-04-22T17:11:56.045210257Z,true,2024-04-22T17:20:32.806543069Z,true,2024-04-22T17:21:02.854471253Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.045210257Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.045210257Z,0,2024-04-22T17:11:56.045210257Z,,,,
01HW3CNXWDXMQA8TB4AYX81SWT,30,2024-04-22T17:11:56.045483027Z,01HW3CNXNPYBMGY3X2ADWABSB8,2024-04-22T17:11:56.045483027Z,01HW3CNXQYZ8PG1WM81VXBG8BD,2024-04-22T17:11:56.045483027Z,true,2024-04-22T17:21:02.906876528Z,true,2024-04-22T17:21:02.893579939Z,observe,2024-04-22T17:11:56.045483027Z,true,2024-04-22T17:21:02.866084026Z,true,2024-04-22T17:21:23.336272207Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.045483027Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.045483027Z,1,2024-04-22T17:11:56.045483027Z,,,,
01HW3CNXWFXK1R9VVS1RJEV1SA,30,2024-04-22T17:11:56.047144069Z,01HW3CNXNJPJCRJG59VKRY49MV,2024-04-22T17:11:56.047144069Z,01HW3CNXR6GBQQZ6JAYQ060KXE,2024-04-22T17:11:56.047144069Z,true,2024-04-22T17:16:36.354357624Z,true,2024-04-22T17:16:36.343978103Z,send,2024-04-22T17:11:56.047144069Z,true,2024-04-22T17:16:36.315733187Z,true,2024-04-22T17:17:06.35811378Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.047144069Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.047144069Z,0,2024-04-22T17:11:56.047144069Z,,,,
01HW3CNXWFXK1R9VVS2AYRA33Y,30,2024-04-22T17:11:56.047407582Z,01HW3CNXNJPJCRJG59VKRY49MV,2024-04-22T17:11:56.047407582Z,01HW3CNXWAAKC3QEJ8JWQNHS10,2024-04-22T17:11:56.047407582Z,true,2024-04-22T17:17:06.414802919Z,true,2024-04-22T17:17:06.401423684Z,observe,2024-04-22T17:11:56.047407582Z,true,2024-04-22T17:17:06.370665213Z,true,2024-04-22T17:17:33.478376502Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.047407582Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.047407582Z,1,2024-04-22T17:11:56.047407582Z,,,,
01HW3CNXWK5ENW3N3KHNRD4XWZ,30,2024-04-22T17:11:56.051482465Z,01HW3CNXNQ88CJK9CSM3JBWAC7,2024-04-22T17:11:56.051482465Z,01HW3CNXQK9DY92K9A08ENP6FP,2024-04-22T17:11:56.051482465Z,true,2024-04-22T17:21:23.436072566Z,true,2024-04-22T17:21:23.422739771Z,send,2024-04-22T17:11:56.051482465Z,true,2024-04-22T17:21:23.397877072Z,true,2024-04-22T17:21:53.439088765Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.051482465Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.051482465Z,0,2024-04-22T17:11:56.051482465Z,,,,
01HW3CNXWK5ENW3N3KJBFSBGEJ,30,2024-04-22T17:11:56.051797686Z,01HW3CNXNQ88CJK9CSM3JBWAC7,2024-04-22T17:11:56.051797686Z,01HW3CNXWB15V6NKQ688FK95NC,2024-04-22T17:11:56.051797686Z,true,2024-04-22T17:21:53.49157271Z,true,2024-04-22T17:21:53.478948293Z,observe,2024-04-22T17:11:56.051797686Z,true,2024-04-22T17:21:53.450760831Z,true,2024-04-22T17:22:10.248582277Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.051797686Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.051797686Z,1,2024-04-22T17:11:56.051797686Z,,,,
01HW3CNXWQFCQ6K72RMQ6TTN9M,30,2024-04-22T17:11:56.055520769Z,01HW3CNXN5ECSJ6QQA7SWYW4JK,2024-04-22T17:11:56.055520769Z,01HW3CNXQK9DY92K9A0B2BRG0D,2024-04-22T17:11:56.055520769Z,true,2024-04-22T17:11:56.45797144Z,true,2024-04-22T17:11:56.449778021Z,send,2024-04-22T17:11:56.055520769Z,true,2024-04-22T17:11:56.409647743Z,true,2024-04-22T17:12:26.463085612Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.055520769Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.055520769Z,0,2024-04-22T17:11:56.055520769Z,,,,
01HW3CNXWQFCQ6K72RN8WFSHY2,30,2024-04-22T17:11:56.055927416Z,01HW3CNXN5ECSJ6QQA7SWYW4JK,2024-04-22T17:11:56.055927416Z,01HW3CNXWB15V6NKQ68F6XPCX1,2024-04-22T17:11:56.055927416Z,true,2024-04-22T17:12:26.543532817Z,true,2024-04-22T17:12:26.521288046Z,observe,2024-04-22T17:11:56.055927416Z,true,2024-04-22T17:12:26.479007785Z,true,2024-04-22T17:12:56.548029216Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.055927416Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.055927416Z,1,2024-04-22T17:11:56.055927416Z,,,,
01HW3CNXXZJ9GJN70VHT09CTWT,30,2024-04-22T17:11:56.095392791Z,01HW3CNXNMTBXA2QK4TEWXHEE8,2024-04-22T17:11:56.095392791Z,01HW3CNXR7V2R4C8SC3E55K58G,2024-04-22T17:11:56.095392791Z,true,2024-04-22T17:18:18.8071079Z,true,2024-04-22T17:18:18.792582798Z,send,2024-04-22T17:11:56.095392791Z,true,2024-04-22T17:18:18.752985322Z,true,2024-04-22T17:18:48.811644365Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.095392791Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.095392791Z,0,2024-04-22T17:11:56.095392791Z,,,,
01HW3CNXXZJ9GJN70VJAZWKQYE,30,2024-04-22T17:11:56.095864257Z,01HW3CNXNMTBXA2QK4TEWXHEE8,2024-04-22T17:11:56.095864257Z,01HW3CNXWB15V6NKQ68N0WTGWP,2024-04-22T17:11:56.095864257Z,true,2024-04-22T17:18:48.869042136Z,true,2024-04-22T17:18:48.858594107Z,observe,2024-04-22T17:11:56.095864257Z,true,2024-04-22T17:18:48.824165679Z,true,2024-04-22T17:19:01.784240026Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.095864257Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.095864257Z,1,2024-04-22T17:11:56.095864257Z,,,,
01HW3CNXY3GBJMZ2Y39N68SD2Z,30,2024-04-22T17:11:56.099467852Z,01HW3CNXNJPJCRJG59W6ZME7A4,2024-04-22T17:11:56.099467852Z,01HW3CNXR6GBQQZ6JAYK2005HN,2024-04-22T17:11:56.099467852Z,true,2024-04-22T17:17:33.740255104Z,true,2024-04-22T17:17:33.706614631Z,send,2024-04-22T17:11:56.099467852Z,true,2024-04-22T17:17:33.640749189Z,true,2024-04-22T17:18:03.744129012Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.099467852Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.099467852Z,0,2024-04-22T17:11:56.099467852Z,,,,
01HW3CNXY3GBJMZ2Y3AF0VX6G8,30,2024-04-22T17:11:56.099824471Z,01HW3CNXNJPJCRJG59W6ZME7A4,2024-04-22T17:11:56.099824471Z,01HW3CNXWB15V6NKQ68NH7MFG8,2024-04-22T17:11:56.099824471Z,true,2024-04-22T17:18:03.807057343Z,true,2024-04-22T17:18:03.793776147Z,observe,2024-04-22T17:11:56.099824471Z,true,2024-04-22T17:18:03.759379447Z,true,2024-04-22T17:18:18.654992138Z,01HW3C24S21EFF24GE59F8748N,2024-04-22T17:11:56.099824471Z,01HW3C24RRQF0727NQP4E2WMP0,2024-04-22T17:11:56.099824471Z,1,2024-04-22T17:11:56.099824471Z,,,,
01HW3DPGJ3Y87PZ57S8CGEGA3W,30,2024-04-22T17:29:43.747649173Z,01HW3DPGFA4PPB3R5KXNNMQ6PK,2024-04-22T17:29:43.747649173Z,01HW3DPGGM433906SHZ6MPWX5M,2024-04-22T17:29:43.747649173Z,true,2024-04-22T17:29:44.365319041Z,true,2024-04-22T17:29:44.353553547Z,send,2024-04-22T17:29:43.747649173Z,true,2024-04-22T17:29:44.240813023Z,true,2024-04-22T17:30:14.369461882Z,01HW3D40ZWG9YJGV30X9RFTN8K,2024-04-22T17:29:43.747649173Z,01HW3D40ZC29VG1GVMJAXAT2XG,2024-04-22T17:29:43.747649173Z,0,2024-04-22T17:29:43.747649173Z,,,,
01HW3DPGJ49GTKAYFMZGWYYB1Q,30,2024-04-22T17:29:43.748208331Z,01HW3DPGFA4PPB3R5KXNNMQ6PK,2024-04-22T17:29:43.748208331Z,01HW3DPGHYGTFCCQSREXNB1A5K,2024-04-22T17:29:43.748208331Z,true,2024-04-22T17:30:14.421013377Z,true,2024-04-22T17:30:14.410111578Z,observe,2024-04-22T17:29:43.748208331Z,true,2024-04-22T17:30:14.379027891Z,true,2024-04-22T17:30:44.425294229Z,01HW3D40ZWG9YJGV30X9RFTN8K,2024-04-22T17:29:43.748208331Z,01HW3D40ZC29VG1GVMJAXAT2XG,2024-04-22T17:29:43.748208331Z,1,2024-04-22T17:29:43.748208331Z,,,,
