id,gameID,gameIDLastChangedAt,introDone,introDoneLastChangedAt,intro,introLastChangedAt,ended,endedLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,exitSurvey,exitSurveyLastChangedAt,treatment,treatmentLastChangedAt,urlParams,urlParamsLastChangedAt,emojiArray,emojiArrayLastChangedAt,participantID,participantIDLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt,exitStep,exitStepLastChangedAt,treatmentName,treatmentNameLastChangedAt
01HNDBA9G4GH1RKT6Z9GDAG8W8,01HNDB3XTQF66NKEQ7HBCBY9BJ,2024-01-30T14:11:06.668488776Z,true,2024-01-30T14:13:11.910968874Z,3,2024-01-30T14:12:58.638996729Z,game ended,2024-01-30T14:15:39.971239026Z,5f1ad7e4a2267b07b14a0611,2024-01-30T14:10:37.700408609Z,"{""age"":""48"",""gender"":""F"",""strength"":""Fair"",""fair"":""Yes"",""feedback"":""None"",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""L"",""geo"":""UK"",""ethnicity"":""White""}",2024-01-30T14:16:30.198062609Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:10:37.707427647Z,{},2024-01-30T14:10:38.005498688Z,"["""",""🐿️"","""",""🐿️"",""🐿️"",""       ""]",2024-01-30T14:13:11.981804067Z,01HNDBA8T1WZHAW068C3829QR5,2024-01-30T14:10:37.700408609Z,player 4,2024-01-30T14:13:11.981804067Z,01HNDB7M8Y6J4MSBAEXKPBE52C,2024-01-30T14:15:28.779264881Z,1,2024-01-30T14:16:30.201193439Z,experiment2-slider-0.3,2024-01-30T14:10:37.707427647Z
01HNDBAA9A33Z4MQE366XCTHJS,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,1,2024-01-30T14:10:53.366871729Z,,,5f7d915455d86b279239d7ad,2024-01-30T14:10:38.506398806Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:10:38.512127659Z,{},2024-01-30T14:10:38.811599388Z,,,01HNDBA9PH6Q3FJAQC7Z4NZ66K,2024-01-30T14:10:38.506398806Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:10:38.512127659Z
01HNDBAGPXVHDD8Q8DD9QWREKX,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:14:59.711241573Z,true,2024-01-30T14:15:24.550978112Z,4,2024-01-30T14:15:15.411587783Z,,,5fd7db7b967db90c3cb865af,2024-01-30T14:10:45.085149108Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:10:45.093520147Z,{},2024-01-30T14:10:45.420857597Z,"["""","""","""",""🐇""]",2024-01-30T14:15:32.90128797Z,01HNDBAG19MQSN14RNNK6F48SR,2024-01-30T14:10:45.085149108Z,player 1,2024-01-30T14:15:32.90128797Z,01HNDBH1M5RF2PHCF6A4NC45AY,2024-01-30T14:20:31.782553981Z,,,experiment2-interactive-0.3,2024-01-30T14:10:45.093520147Z
01HNDBANEV9AQYQ1J0QQ3ZFXPK,01HNDB3Y5G1M5Z6YSEG0D9343K,2024-01-30T14:13:11.931561834Z,true,2024-01-30T14:13:54.959254488Z,3,2024-01-30T14:13:36.649381105Z,game ended,2024-01-30T14:17:01.520348545Z,57406328d700ea000ef44aae,2024-01-30T14:10:49.94750295Z,"{""age"":""63"",""gender"":""female"",""strength"":""fair"",""fair"":""yes"",""feedback"":""none"",""education"":""high-school"",""teammates"":""probably"",""notes"":""yes"",""politics"":""slightly left"",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-01-30T14:18:25.623812652Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:10:49.955199475Z,{},2024-01-30T14:10:50.303203876Z,"["""","""","""",""🐿️""]",2024-01-30T14:13:55.016494043Z,01HNDBAMT10GGKGSA30D309K5E,2024-01-30T14:10:49.94750295Z,player 3,2024-01-30T14:13:55.016494043Z,01HNDBAVAV3A0J2S164RB382YB,2024-01-30T14:16:33.117601625Z,1,2024-01-30T14:18:25.629756247Z,experiment2-slider-0.3,2024-01-30T14:10:49.955199475Z
01HNDBAQPHNEHQ3R6YPFPTC7FF,01HNDB3XTRMS2GR15H7G3EFQWY,2024-01-30T14:13:43.894040608Z,true,2024-01-30T14:14:16.952133886Z,4,2024-01-30T14:14:10.860216006Z,,,60fd30932e74f14c65600b1b,2024-01-30T14:10:52.241923584Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:10:52.249749418Z,{},2024-01-30T14:10:52.558326919Z,"[""🐇"","""","""",""""]",2024-01-30T14:14:17.085281792Z,01HNDBAQ3B6MVQX0A6Y64RDZRP,2024-01-30T14:10:52.241923584Z,player 3,2024-01-30T14:14:17.085281792Z,01HNDB7T8BVMRZQEF8W46KTDBC,2024-01-30T14:20:14.152601918Z,,,experiment2-interactive-0.3,2024-01-30T14:10:52.249749418Z
01HNDBAVAV3A0J2S164RB382YB,01HNDB3Y5G1M5Z6YSEG0D9343K,2024-01-30T14:13:11.931561834Z,true,2024-01-30T14:13:27.523562623Z,3,2024-01-30T14:13:18.131817298Z,game ended,2024-01-30T14:17:01.520348545Z,5f3be0f027d97397cfc8a000,2024-01-30T14:10:55.963564602Z,"{""age"":""27"",""gender"":""Male"",""strength"":""It's a signaling game trying to sync everyones answers."",""fair"":""Yes"",""feedback"":"""",""education"":""master"",""teammates"":""Very inconsistently, particularly with those putting in 11%, 1% etc. I don't think truth was the point though, it was more to see if it was possible to reach agreement. "",""notes"":""Not written down notes, but I remember what the different suggestions were. "",""politics"":""Central"",""geo"":""UK"",""ethnicity"":""White""}",2024-01-30T14:18:47.825095196Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:10:55.972352322Z,{},2024-01-30T14:10:56.282527442Z,"[""🐇"",""🐇"","""","""",""🐇"",""              "",""🐿️""]",2024-01-30T14:13:55.016494043Z,01HNDBATPMVPCXYXBA46H1NPD5,2024-01-30T14:10:55.963564602Z,player 4,2024-01-30T14:13:55.016494043Z,01HNDB4NRT9JV9F06AK3XEG78S,2024-01-30T14:16:33.117601625Z,1,2024-01-30T14:18:47.838047255Z,experiment2-slider-0.3,2024-01-30T14:10:55.972352322Z
01HNDBB7TV21JG5MZYX6KNMBHP,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:11:08.770313948Z,true,2024-01-30T14:13:43.777931899Z,4,2024-01-30T14:13:36.168303166Z,,,5f459e8ef2be991cec14881c,2024-01-30T14:11:08.763512456Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:08.770313948Z,{},2024-01-30T14:11:09.192116457Z,"[""       "",""🐿️"","""",""🐿️"",""""]",2024-01-30T14:13:43.95323265Z,01HNDBB7136484BK3VZJC2TR3A,2024-01-30T14:11:08.763512456Z,player 1,2024-01-30T14:13:43.95323265Z,01HNDBBWYS0VTT6GTQT00GCCPT,2024-01-30T14:20:08.945798633Z,,,experiment2-interactive-0.3,2024-01-30T14:11:08.770313948Z
01HNDBBG1ZAHRVJ99AK6GR19QK,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:11:17.192275179Z,true,2024-01-30T14:13:10.783547752Z,4,2024-01-30T14:12:32.552696865Z,,,62b6ded74322ef992b784ce0,2024-01-30T14:11:17.183685863Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:17.192275179Z,{},2024-01-30T14:11:17.510964621Z,"["""",""🐇"",""       "","""",""🐿️""]",2024-01-30T14:13:43.95323265Z,01HNDBBFDGF8D49AYBS35CWBTT,2024-01-30T14:11:17.183685863Z,player 2,2024-01-30T14:13:43.95323265Z,01HNDBB7TV21JG5MZYX6KNMBHP,2024-01-30T14:20:08.945798633Z,,,experiment2-interactive-0.3,2024-01-30T14:11:17.192275179Z
01HNDBBGT90XRZV4S4TCAVS6A5,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,,,,,5e5a10ea43f33020b7e24fe0,2024-01-30T14:11:17.961382562Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:17.967174185Z,{},2024-01-30T14:11:18.279364309Z,,,01HNDBBG6BW3YTDCDW93HEVDJ2,2024-01-30T14:11:17.961382562Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:11:17.967174185Z
01HNDBBME8F3NXXY2M7B4SV0DT,01HNDB3XTRMS2GR15H7G3EFQWY,2024-01-30T14:13:43.894040608Z,true,2024-01-30T14:13:56.722445954Z,4,2024-01-30T14:13:18.365637133Z,,,598b08212f365100011ecf86,2024-01-30T14:11:21.67228432Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:21.677969548Z,{},2024-01-30T14:11:21.992038395Z,"[""🐿️"","""","""",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""                     ""]",2024-01-30T14:14:17.085281792Z,01HNDBBKSPR4XH56DFR5DX0F03,2024-01-30T14:11:21.67228432Z,player 4,2024-01-30T14:14:17.085281792Z,01HNDB93RA7FN1VF2492GN6BBW,2024-01-30T14:20:14.152601918Z,,,experiment2-interactive-0.3,2024-01-30T14:11:21.677969548Z
01HNDBBMJ5MQPXS1WKQM1C9ARZ,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:14:17.04150882Z,true,2024-01-30T14:14:54.870995909Z,4,2024-01-30T14:14:49.717052751Z,,,5fb84b5d91e23c547837f31d,2024-01-30T14:11:21.797691024Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:21.803664742Z,{},2024-01-30T14:11:21.969617593Z,"["""",""🐇"",""🐿️"",""🐿️"",""🐿️"","""",""                            "",""🐇"",""🐿️"",""🐿️"",""🐿️""]",2024-01-30T14:14:59.789213445Z,01HNDBBM7F3PMSB28M5SP5AKB5,2024-01-30T14:11:21.797691024Z,player 2,2024-01-30T14:14:59.789213445Z,01HNDBENSKN9N915TZJKJ9QHS9,2024-01-30T14:20:30.904859754Z,,,experiment2-interactive-0.3,2024-01-30T14:11:21.803664742Z
01HNDBBSTHEXR7JGQ3HQ9KMVE5,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:11:27.194055284Z,true,2024-01-30T14:13:24.113097871Z,4,2024-01-30T14:13:21.553660743Z,,,5eafe6dbe612c102dd01c038,2024-01-30T14:11:27.186013475Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:27.194055284Z,{},2024-01-30T14:11:27.495443177Z,"[""🐿️"",""🐇"",""🐿️"",""🐇"","""",""🐿️"","""",""🐿️"",""🐇"",""🐿️"",""                            ""]",2024-01-30T14:13:43.95323265Z,01HNDBBS7MEZCJ6B5Q2NVDC51B,2024-01-30T14:11:27.186013475Z,player 3,2024-01-30T14:13:43.95323265Z,01HNDBBG1ZAHRVJ99AK6GR19QK,2024-01-30T14:20:08.945798633Z,,,experiment2-interactive-0.3,2024-01-30T14:11:27.194055284Z
01HNDBBWYS0VTT6GTQT00GCCPT,01HNDB3WBW63N14TZR84GFRT86,2024-01-30T14:11:30.400410606Z,true,2024-01-30T14:13:39.553290108Z,4,2024-01-30T14:13:36.287615536Z,,,60ab9e649e9587f020d43ede,2024-01-30T14:11:30.393626606Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:30.400410606Z,{},2024-01-30T14:11:30.796379499Z,"["""",""       "",""🐿️"",""🐿️"",""🐿️"",""""]",2024-01-30T14:13:43.95323265Z,01HNDBBWA1RNC7NXH6WTVKWZW1,2024-01-30T14:11:30.393626606Z,player 4,2024-01-30T14:13:43.95323265Z,01HNDBBSTHEXR7JGQ3HQ9KMVE5,2024-01-30T14:20:08.945798633Z,,,experiment2-interactive-0.3,2024-01-30T14:11:30.400410606Z
01HNDBCD019267CET8Y7Y0JF9P,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:16:02.549701757Z,true,2024-01-30T14:16:22.926447767Z,4,2024-01-30T14:15:50.228341233Z,,,5c54463bdc56b80001136553,2024-01-30T14:11:46.817397626Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:46.828933295Z,{},2024-01-30T14:11:47.14501416Z,"["""",""🐿️"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""                     "","""",""🐇"",""🐿️""]",2024-01-30T14:16:23.134190403Z,01HNDBCCC5ZWHJKBF6479NBG4T,2024-01-30T14:11:46.817397626Z,player 1,2024-01-30T14:16:23.134190403Z,01HNDBHSPD837TQ0D3KRR22DPW,2024-01-30T14:19:56.953789916Z,,,experiment2-interactive-0.3,2024-01-30T14:11:46.828933295Z
01HNDBCJ6GRCGEGK2EJ79V35P4,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:15:32.799322471Z,true,2024-01-30T14:15:58.012766966Z,4,2024-01-30T14:15:55.530424206Z,,,60ccf8c6b49dc4fd89d85be5,2024-01-30T14:11:52.144423344Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:11:52.154911513Z,{},2024-01-30T14:11:52.460938231Z,"[""🐿️"",""🐿️"","""",""🐿️"","""",""🐿️"",""🐿️"",""              ""]",2024-01-30T14:16:02.624063777Z,01HNDBCHM86C05NA7KME1GD99A,2024-01-30T14:11:52.144423344Z,player 1,2024-01-30T14:16:02.624063777Z,01HNDBEEEAF8V4SJH5CHGEXJBT,2024-01-30T14:20:41.83543759Z,,,experiment2-interactive-0.3,2024-01-30T14:11:52.154911513Z
01HNDBCXH5JVJM22E33X57YXP8,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,1,2024-01-30T14:12:07.265724012Z,,,cmjeffrey,2024-01-30T14:12:03.749644259Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:12:03.758714204Z,{},2024-01-30T14:12:04.185753529Z,,,01HNDBCWR15P8K8C2HZ1V77DT4,2024-01-30T14:12:03.749644259Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:12:03.758714204Z
01HNDBCXSDQKECKB69NRDF5RP9,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,,,,,5ec4369ded266915fb4e4ae8,2024-01-30T14:12:04.013926767Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:12:04.023217757Z,{},2024-01-30T14:12:04.322833994Z,,,01HNDBCX6HCBR8ND8MCWM0M0QP,2024-01-30T14:12:04.013926767Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:12:04.023217757Z
01HNDBCXVNHCZYTRJZV8JX4063,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,,,,,5b74550762186c00010ea9ad,2024-01-30T14:12:04.085597754Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:12:04.092710098Z,{},2024-01-30T14:12:04.420895545Z,,,01HNDBCX6B9RG29N13ZX7GP8ZC,2024-01-30T14:12:04.085597754Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:12:04.092710098Z
01HNDBD43NQD1VTEW7CAEAKF64,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:14:17.04150882Z,true,2024-01-30T14:14:59.598591866Z,4,2024-01-30T14:14:39.918881454Z,,,6484a95cbbd329aa5aa91e61,2024-01-30T14:12:10.485392495Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:12:10.495988189Z,{},2024-01-30T14:12:10.828320701Z,"[""🐿️"",""🐇"",""🐿️"","""",""              "",""🐿️"",""""]",2024-01-30T14:14:59.789213445Z,01HNDBD3CH1EZ795824SRT2028,2024-01-30T14:12:10.485392495Z,player 3,2024-01-30T14:14:59.789213445Z,01HNDB8DKC7YKQ41FZ9DH396HC,2024-01-30T14:20:30.904859754Z,,,experiment2-interactive-0.3,2024-01-30T14:12:10.495988189Z
01HNDBDE2ZAC0PXNC1QSAHDB6S,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,1,2024-01-30T14:12:23.487299522Z,,,613b5421853605b5f9a5db78,2024-01-30T14:12:20.703250001Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:12:20.711647686Z,{},2024-01-30T14:12:21.003452706Z,,,01HNDBDDFPQYK3ZPVNZGJ7KRYZ,2024-01-30T14:12:20.703250001Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:12:20.711647686Z
01HNDBE2XNS715MCPWB124ECJA,01HNDB5B87GKY6TZ6FVP830MD8,2024-01-30T14:18:14.428165735Z,true,2024-01-30T14:19:31.448461784Z,4,2024-01-30T14:19:28.683916426Z,,,59d418c3b37d52000122ece0,2024-01-30T14:12:42.037276214Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:12:42.044342085Z,{},2024-01-30T14:12:42.354517059Z,"["""",""🐿️"",""              "",""🐿️"",""🐿️"","""",""🐿️"",""🐇""]",2024-01-30T14:20:10.358349699Z,01HNDBE2AMSRX43CXGMQM0EFPV,2024-01-30T14:12:42.037276214Z,player 2,2024-01-30T14:20:10.358349699Z,01HNDBGVDQCK3PGAMYF50RR8MN,2024-01-30T14:20:13.373054522Z,,,experiment2-interactive-0.3,2024-01-30T14:12:42.044342085Z
01HNDBE84HD5GBSRJJ1D9Z9Z6B,01HNDB5BTNJPD0XZCF6HJGV8CT,2024-01-30T14:20:10.061057942Z,,,1,2024-01-30T14:13:05.919128979Z,,,https://account.yougov.com/gb-en/account/safe,2024-01-30T14:12:47.377719111Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:12:47.38531723Z,{},2024-01-30T14:12:47.692286208Z,,,01HNDBE7GRR65669Y0EN74RP84,2024-01-30T14:12:47.377719111Z,,,,,,,experiment2-interactive-0.3,2024-01-30T14:12:47.38531723Z
01HNDBEEEAF8V4SJH5CHGEXJBT,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:15:32.799322471Z,true,2024-01-30T14:16:02.452161012Z,4,2024-01-30T14:15:33.983499378Z,,,62e155af06ef3f987f4925f3,2024-01-30T14:12:53.834853377Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:12:53.843503639Z,{},2024-01-30T14:12:54.15679574Z,"["""",""🐿️"",""🐿️"",""🐿️"",""🐿️"",""🐿️"","""",""🐿️"",""🐿️"",""🐇"",""                            ""]",2024-01-30T14:16:02.624063777Z,01HNDBEDSSBHFQQW5YBQC774PR,2024-01-30T14:12:53.834853377Z,player 2,2024-01-30T14:16:02.624063777Z,01HNDBEP3WFCX7R6WHMFHDRYSM,2024-01-30T14:20:41.83543759Z,,,experiment2-interactive-0.3,2024-01-30T14:12:53.843503639Z
01HNDBENSKN9N915TZJKJ9QHS9,01HNDB3Y5HJFMF97DC9SHA61FR,2024-01-30T14:14:17.04150882Z,true,2024-01-30T14:14:34.459583906Z,4,2024-01-30T14:14:28.836167126Z,,,5422ae1afdf99b328c91b203,2024-01-30T14:13:01.363705677Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:01.373637976Z,{},2024-01-30T14:13:01.63946133Z,"["""",""🐿️"",""       "",""🐿️"",""🐿️"",""""]",2024-01-30T14:14:59.789213445Z,01HNDBEN7PVMGRNXM6RC47WW0R,2024-01-30T14:13:01.363705677Z,player 4,2024-01-30T14:14:59.789213445Z,01HNDBBMJ5MQPXS1WKQM1C9ARZ,2024-01-30T14:20:30.904859754Z,,,experiment2-interactive-0.3,2024-01-30T14:13:01.373637976Z
01HNDBEP3WFCX7R6WHMFHDRYSM,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:15:32.799322471Z,true,2024-01-30T14:15:47.408144955Z,4,2024-01-30T14:15:33.751161634Z,,,60ae012c47c3a9cdda61d98d,2024-01-30T14:13:01.692223553Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:01.702802014Z,{},2024-01-30T14:13:01.995059225Z,"[""🐇"","""","""",""       "",""🐇""]",2024-01-30T14:16:02.624063777Z,01HNDBENG78CXDTHHCNQSTFSQD,2024-01-30T14:13:01.692223553Z,player 3,2024-01-30T14:16:02.624063777Z,01HNDBEQK83YZFEJPEBNH852TR,2024-01-30T14:20:41.83543759Z,,,experiment2-interactive-0.3,2024-01-30T14:13:01.702802014Z
01HNDBEQK83YZFEJPEBNH852TR,01HNDB3YGFB8FF1TK5AXM5CHHA,2024-01-30T14:15:32.799322471Z,true,2024-01-30T14:15:57.616080532Z,4,2024-01-30T14:15:49.485512575Z,,,60cf6cea0e0bd1da3f52b9f1,2024-01-30T14:13:03.209016263Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:03.219186701Z,{},2024-01-30T14:13:03.363365884Z,"[""🐿️"",""🐇"",""🐇"","""",""🐿️"","""",""              "",""🐇""]",2024-01-30T14:16:02.624063777Z,01HNDBEQ8N35NEXPPSZ83NP0FJ,2024-01-30T14:13:03.209016263Z,player 4,2024-01-30T14:16:02.624063777Z,01HNDBCJ6GRCGEGK2EJ79V35P4,2024-01-30T14:20:41.83543759Z,,,experiment2-interactive-0.3,2024-01-30T14:13:03.219186701Z
01HNDBF1349KYBX385BFQ22W7D,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:16:23.032144474Z,true,2024-01-30T14:16:26.010504887Z,4,2024-01-30T14:16:21.952596471Z,,,5c0436da4e1b7b00016ab8b4,2024-01-30T14:13:12.932588665Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:12.939071795Z,{},2024-01-30T14:13:13.255392497Z,"["""","""",""""]",2024-01-30T14:17:04.138053003Z,01HNDBF0F2909STB676X2GE2SG,2024-01-30T14:13:12.932588665Z,player 1,2024-01-30T14:17:04.138053003Z,01HNDBG06TSBE6VPGHKSWPT4EY,2024-01-30T14:20:42.105013211Z,,,experiment2-interactive-0.3,2024-01-30T14:13:12.939071795Z
01HNDBFH5V9K8HAZ7ABNR3DH5R,01HNDB5B87GKY6TZ6FVP830MD8,2024-01-30T14:18:14.428165735Z,true,2024-01-30T14:18:49.169853735Z,4,2024-01-30T14:18:14.813207317Z,,,6171703c0a300c490c2a7b7b,2024-01-30T14:13:29.40346908Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:29.412428213Z,{},2024-01-30T14:13:29.700099495Z,"["""","""","""",""🐇""]",2024-01-30T14:20:10.358349699Z,01HNDBFGK3BP9ZA5E5W26E1E3E,2024-01-30T14:13:29.40346908Z,player 3,2024-01-30T14:20:10.358349699Z,01HNDB95ZKSSXABFQP5ZWQ5KSY,2024-01-30T14:20:13.373054522Z,,,experiment2-interactive-0.3,2024-01-30T14:13:29.412428213Z
01HNDBFQ2NSDNG91PTXRCWABTX,01HNDB3YANKKRNDPCBT2V4525A,2024-01-30T14:14:59.711241573Z,true,2024-01-30T14:15:32.655380317Z,4,2024-01-30T14:15:25.012987402Z,,,60252dbdb3d0e12dc0c137bb,2024-01-30T14:13:35.44565138Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:35.454812899Z,{},2024-01-30T14:13:35.588324164Z,"[""🐇"",""🐇"","""",""🐿️"",""🐿️"",""🐇"",""                     "","""",""🐇"",""🐇""]",2024-01-30T14:15:32.90128797Z,01HNDBFPT5E26WMRB73VCPK2F8,2024-01-30T14:13:35.44565138Z,player 2,2024-01-30T14:15:32.90128797Z,01HNDBAGPXVHDD8Q8DD9QWREKX,2024-01-30T14:20:31.782553981Z,,,experiment2-interactive-0.3,2024-01-30T14:13:35.454812899Z
01HNDBFQHCNC1XTGNDM3F95FTE,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:16:23.032144474Z,true,2024-01-30T14:16:52.42973759Z,4,2024-01-30T14:16:45.182874359Z,,,653fb87b3cb99e8f2c730d3d,2024-01-30T14:13:35.916811225Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:35.924180299Z,{},2024-01-30T14:13:36.214878032Z,"["""",""🐿️"",""🐇"",""              "",""🐇"",""🐿️"",""🐿️"",""""]",2024-01-30T14:17:04.138053003Z,01HNDBFPXK463SRK1QPPPHMTPV,2024-01-30T14:13:35.916811225Z,player 2,2024-01-30T14:17:04.138053003Z,01HNDBF1349KYBX385BFQ22W7D,2024-01-30T14:20:42.105013211Z,,,experiment2-interactive-0.3,2024-01-30T14:13:35.924180299Z
01HNDBFRV0W5D13VPEN764RBKE,01HNDB3YTVNQJMVF73FJ0MQQNQ,2024-01-30T14:16:23.032144474Z,true,2024-01-30T14:16:28.9465373Z,4,2024-01-30T14:16:21.53792012Z,,,5976f45b86489900013f3667,2024-01-30T14:13:37.24821947Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:37.259749621Z,{},2024-01-30T14:13:37.625200061Z,"["""","""","""",""🐿️""]",2024-01-30T14:17:04.138053003Z,01HNDBFR5PGQ12ZGQ86BSX81WV,2024-01-30T14:13:37.24821947Z,player 3,2024-01-30T14:17:04.138053003Z,01HNDBFQHCNC1XTGNDM3F95FTE,2024-01-30T14:20:42.105013211Z,,,experiment2-interactive-0.3,2024-01-30T14:13:37.259749621Z
01HNDBFVKXETP6XSS0328XSSZX,01HNDB3YNMX1HKK7Y9CH8TNPRX,2024-01-30T14:16:02.549701757Z,true,2024-01-30T14:16:07.681148812Z,4,2024-01-30T14:16:05.068174617Z,,,62cfee5a0c2e87501bfb10bc,2024-01-30T14:13:40.093465812Z,,,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:13:40.109015206Z,{},2024-01-30T14:13:40.395908274Z,"["""","""","""",""🐇""]",2024-01-30T14:16:23.134190403Z,01HNDBFV1FGRQ0SGYSZYDQND6A,2024-01-30T14:13:40.093465812Z,player 2,2024-01-30T14:16:23.134190403Z,01HNDBCD019267CET8Y7Y0JF9P,2024-01-30T14:19:56.953789916Z,,,experiment2-interactive-0.3,2024-01-30T14:13:40.109015206Z
